CustomerID,Gender,SeniorCitizen,Partner,Dependants,TenureMonths,MonthlyCharges,TotalCharges_clean,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,PaperlessBilling,FiberOpticFlag,MonthlyContractFlag,EstimatedRevenue,TenureSegment,ChurnValue,ChurnProbability,ChurnRiskPercent
0887-HJGAR,Male,No,No,No,1,45.7,45.7,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,45.7,New,1,0.66376007,66.38
0887-WBJVH,Female,No,Yes,No,53,93.45,4872.2,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Electronic check,Yes,1,0,4952.85,Loyal,0,0.2239533,22.4
0895-DQHEW,Male,No,Yes,No,54,104.3,5278.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,5632.2,Loyal,1,0.74413025,74.41
0895-LMRSF,Male,No,No,No,23,64.9,1509.8,DSL,No,No,No,No,Yes,Yes,One year,Bank transfer (automatic),Yes,0,0,1492.7,Established,0,0.12648207,12.65
0895-LNKRC,Male,No,Yes,Yes,6,19.45,113.5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No,0,0,116.7,Established,0,0.008986877,0.9
0895-UADGO,Male,No,No,No,8,44.55,343.45,DSL,Yes,No,No,Yes,No,Yes,Two year,Mailed check,Yes,0,0,356.4,Established,0,0.029278936,2.93
0897-FEGMU,Female,No,Yes,No,11,99.5,1056.95,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,1094.5,Established,1,0.93788093,93.79
0898-XCGTF,Male,No,Yes,No,61,96.5,5673.7,Fiber optic,No,No,No,No,Yes,Yes,One year,Bank transfer (automatic),Yes,1,0,5886.5,Loyal,0,0.28161237,28.16
0899-LIIBW,Male,No,Yes,No,34,100.85,3527.3,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,No,1,1,3428.9,Loyal,0,0.50615525,50.62
0899-WZRSD,Male,No,No,No,56,105.35,5794.45,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,Yes,1,1,5899.6,Loyal,0,0.20462139,20.46
0902-RFHOF,Male,No,No,No,38,20.1,730.1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No,0,0,763.8,Loyal,0,0.013274918,1.33
0902-XKXPN,Male,No,Yes,Yes,69,20.2,1376.5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1393.8,Loyal,0,0.0017874772,0.18
0906-QVPMS,Male,No,Yes,No,72,115.15,8349.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No,1,0,8290.8,Loyal,0,0.036421806,3.64
0907-HQNTS,Female,Yes,Yes,No,70,113.0,7987.6,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,1,0,7910.0,Loyal,0,0.0636631,6.37
0909-SDHNU,Female,No,No,Yes,7,29.8,201.95,DSL,Yes,No,No,No,No,No,Month-to-month,Mailed check,No,0,1,208.6,Established,0,0.15132694,15.13
0909-SELIE,Male,No,Yes,No,61,80.8,4860.85,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),Yes,0,0,4928.8,Loyal,0,0.015013691,1.5
0913-XWSCN,Male,No,Yes,Yes,55,85.5,4713.4,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),No,1,1,4702.5,Loyal,0,0.033794217,3.38
0916-KNFAJ,Male,No,Yes,No,61,69.9,4226.7,DSL,Yes,No,Yes,No,No,Yes,Two year,Mailed check,Yes,0,0,4263.9,Loyal,0,0.018215526,1.82
0916-QOFDP,Female,Yes,Yes,Yes,14,95.8,1346.3,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,1341.2,Established,0,0.23343484,23.34
0917-EZOLA,Male,Yes,Yes,No,72,104.15,7689.95,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),Yes,1,0,7498.8,Loyal,1,0.20309398,20.31
0921-OHLVP,Male,No,No,No,22,83.05,1799.3,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,No,1,1,1827.1,Established,0,0.39062387,39.06
0923-PNFUB,Female,No,No,No,3,83.75,247.25,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,No,1,1,251.25,New,1,0.5566087,55.66
0924-BJCRC,Female,Yes,Yes,No,60,89.45,5294.6,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,No,1,1,5367.0,Loyal,0,0.22291659,22.29
0925-VYDLG,Female,No,No,No,3,75.25,242.0,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,No,1,1,225.75,New,1,0.5671907,56.72
0927-CNGRH,Male,No,No,Yes,1,19.55,19.55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,19.55,New,0,0.22615924,22.62
0927-LCSMG,Male,No,No,No,7,74.65,544.55,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Mailed check,No,1,1,522.55,Established,1,0.39444283,39.44
0928-JMXNP,Male,Yes,Yes,No,4,29.9,118.25,DSL,No,No,Yes,No,No,No,Month-to-month,Electronic check,Yes,0,1,119.6,New,0,0.7044542,70.45
0928-XUTSN,Female,No,No,No,13,80.5,1011.8,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,Yes,1,1,1046.5,Established,0,0.6587202,65.87
0929-HYQEW,Male,No,No,No,3,50.15,160.85,DSL,Yes,No,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,150.45,New,0,0.313704,31.37
0929-PECLO,Female,Yes,No,No,63,89.6,5538.8,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),Yes,1,1,5644.8,Loyal,0,0.12808019,12.81
0930-EHUZA,Female,No,No,No,36,76.35,2606.35,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Mailed check,Yes,0,0,2748.6,Loyal,0,0.08743322,8.74
0931-MHTEM,Female,No,No,No,54,100.05,5299.65,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Credit card (automatic),Yes,1,0,5402.7,Loyal,0,0.28566787,28.57
0932-YIXYU,Female,No,No,No,47,20.25,1029.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,951.75,Loyal,0,0.008931579,0.89
0936-NQLJU,Female,No,Yes,No,41,20.65,875.55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,846.65,Loyal,0,0.012861987,1.29
0939-EREMR,Female,No,No,Yes,13,53.45,718.1,DSL,No,No,Yes,Yes,No,No,Month-to-month,Mailed check,No,0,1,694.85,Established,0,0.113461815,11.35
0939-YAPAF,Female,No,No,No,35,100.25,3527.6,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,3508.75,Loyal,1,0.5761723,57.62
0940-OUQEC,Male,No,No,No,10,80.7,788.8,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),Yes,1,1,807.0,Established,1,0.631862,63.19
0942-KOWSM,Female,No,Yes,No,30,80.8,2369.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No,0,0,2424.0,Loyal,0,0.057762705,5.78
0943-ZQPXH,Male,No,Yes,Yes,44,92.95,4122.9,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes,1,1,4089.8,Loyal,0,0.027593002,2.76
0945-TSONX,Female,No,Yes,No,47,85.3,4107.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,0,0,4009.1,Loyal,0,0.03618293,3.62
0946-CLJTI,Male,Yes,Yes,No,58,98.7,5812.6,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,5724.6,Loyal,1,0.60457724,60.46
0946-FKYTX,Male,No,No,No,52,30.1,1623.4,DSL,No,Yes,No,No,No,No,One year,Mailed check,No,0,0,1565.2,Loyal,0,0.055083938,5.51
0947-IDHRQ,Female,No,No,No,7,80.3,526.7,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Mailed check,Yes,1,1,562.1,Established,1,0.6614988,66.15
0947-MUGVO,Male,Yes,Yes,No,20,73.65,1463.5,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,1473.0,Established,1,0.5797077,57.97
0952-KMEEH,Male,No,No,No,13,98.15,1230.25,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Mailed check,No,1,1,1275.95,Established,1,0.6682064,66.82
0953-LGOVU,Male,No,Yes,Yes,12,35.5,432.25,DSL,No,Yes,No,Yes,No,No,Month-to-month,Mailed check,No,0,1,426.0,Established,0,0.058720287,5.87
0956-ACVZC,Female,No,No,No,54,94.1,5060.9,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Credit card (automatic),Yes,1,0,5081.4,Loyal,0,0.20092422,20.09
0956-SYCWG,Female,No,No,No,13,19.65,244.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,No,0,0,255.45,Established,0,0.045444675,4.54
0958-YHXGP,Female,No,No,No,7,69.9,497.3,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,1,1,489.3,Established,0,0.41754285,41.75
0959-WHOKV,Male,No,No,No,42,99.0,4298.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Electronic check,Yes,1,0,4158.0,Loyal,0,0.16873996,16.87
0960-HUWBM,Male,No,Yes,Yes,65,104.1,6700.05,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Yes,1,0,6766.5,Loyal,0,0.0059660776,0.6
0961-ZWLVI,Male,No,No,Yes,49,109.2,5290.45,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Credit card (automatic),Yes,1,0,5350.8,Loyal,0,0.015656762,1.57
0962-CQPWQ,Female,No,Yes,Yes,62,20.3,1296.15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1258.6,Loyal,0,0.0014248258,0.14
0963-ZBDRN,Male,No,No,No,32,96.2,3183.4,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,3078.4,Loyal,1,0.5233624,52.34
0967-BMLBD,Female,No,Yes,Yes,11,20.0,196.35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,Yes,0,0,220.0,Established,0,0.008364855,0.84
0968-GSIKN,Female,No,No,No,1,70.8,70.8,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,1,1,70.8,New,1,0.7967646,79.68
0969-RGKCU,Male,No,Yes,Yes,37,19.8,677.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No,0,0,732.6,Loyal,0,0.0024288474,0.24
0970-ETWGE,Male,No,No,No,1,89.55,89.55,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,89.55,New,1,0.91613245,91.61
0970-QXPXW,Female,No,No,No,1,19.65,19.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,19.65,New,0,0.36129743,36.13
0971-QIFJK,Female,No,Yes,No,69,24.25,1641.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1673.25,Loyal,0,0.009841652,0.98
0973-KYVNF,Female,No,Yes,No,72,70.65,5011.15,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Credit card (automatic),Yes,0,0,5086.8,Loyal,0,0.013551729,1.36
0975-UYDTX,Female,No,Yes,No,26,90.1,2312.55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),Yes,0,0,2342.6,Loyal,0,0.1365661,13.66
0975-VOOVL,Female,No,No,No,3,29.2,98.5,DSL,No,Yes,No,No,No,No,Month-to-month,Mailed check,No,0,1,87.6,New,0,0.3145038,31.45
0979-MOZQI,Male,No,Yes,No,62,39.0,2337.45,DSL,No,No,No,Yes,Yes,No,Two year,Bank transfer (automatic),Yes,0,0,2418.0,Loyal,0,0.03293269,3.29
0979-PHULV,Male,No,Yes,No,69,99.45,7007.6,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),Yes,1,1,6862.05,Loyal,1,0.5750843,57.51
0980-FEXWF,Male,No,Yes,Yes,26,50.35,1285.8,DSL,No,No,Yes,No,No,No,One year,Mailed check,No,0,0,1309.1,Loyal,0,0.006223377,0.62
0980-PVMRC,Female,No,Yes,Yes,40,50.85,2036.55,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,Yes,0,1,2034.0,Loyal,0,0.047386497,4.74
0983-TATYJ,Female,No,Yes,No,33,51.45,1758.9,DSL,No,No,No,Yes,No,No,One year,Mailed check,Yes,0,0,1697.85,Loyal,0,0.09280532,9.28
0988-AADSA,Female,No,Yes,Yes,72,80.85,5824.75,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),No,0,0,5821.2,Loyal,0,0.0011956106,0.12
0988-JRWWP,Female,No,No,No,3,54.2,140.4,DSL,No,No,No,No,Yes,No,Month-to-month,Electronic check,Yes,0,1,162.6,New,0,0.5981346,59.81
0991-BRRFB,Male,No,No,No,18,49.4,874.8,DSL,Yes,No,No,No,No,No,Month-to-month,Electronic check,No,0,1,889.2,Established,1,0.28628927,28.63
0993-OSGPT,Female,Yes,Yes,No,68,60.65,3975.9,DSL,No,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),Yes,0,0,4124.2,Loyal,0,0.037709434,3.77
0997-YTLNY,Female,No,No,Yes,19,48.8,953.65,DSL,No,No,No,Yes,No,No,Month-to-month,Mailed check,No,0,1,927.2,Established,0,0.08046046,8.05
0999-QXNSA,Male,Yes,No,Yes,7,45.75,344.2,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,320.25,Established,0,0.32356864,32.36
1000-AJSLD,Male,No,No,No,1,20.1,20.1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes,0,1,20.1,New,1,0.5503032,55.03
1004-NOZNR,Male,Yes,No,Yes,56,94.8,5264.3,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Credit card (automatic),No,1,0,5308.8,Loyal,0,0.013707903,1.37
1009-IRMNA,Female,No,No,No,7,20.0,137.6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),No,0,1,140.0,Established,1,0.1941274,19.41
1010-DIAUQ,Male,No,No,No,5,96.5,492.55,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),No,1,1,482.5,New,1,0.7691939,76.92
1013-QCWAM,Female,Yes,Yes,No,66,100.8,6690.75,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,6652.8,Loyal,0,0.39465955,39.47
1015-JPFYW,Male,No,No,Yes,7,19.45,136.75,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No,0,0,136.15,Established,0,0.009682664,0.97
1015-OWJKI,Male,No,No,No,1,19.05,19.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,19.05,New,0,0.14883077,14.88
1016-DJTSV,Male,Yes,No,No,8,69.7,572.85,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,557.6,Established,0,0.4632553,46.33
1017-FBQMM,Female,No,Yes,Yes,62,106.05,6703.5,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Credit card (automatic),Yes,1,0,6575.1,Loyal,0,0.0046237977,0.46
1020-JPQOW,Female,No,Yes,No,56,90.55,5116.6,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,No,1,1,5070.8,Loyal,0,0.14597265,14.6
1022-RKXDR,Female,No,No,No,41,24.85,962.25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,Yes,0,0,1018.85,Loyal,0,0.024023019,2.4
1023-BQXZE,Male,No,No,No,57,74.35,4317.35,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),Yes,0,0,4237.95,Loyal,0,0.033901803,3.39
1024-GUALD,Female,No,Yes,No,1,24.8,24.8,DSL,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,0,1,24.8,New,1,0.7469318,74.69
1024-KPRBB,Female,No,No,No,38,89.1,3342.0,Fiber optic,No,No,No,No,Yes,Yes,One year,Mailed check,Yes,1,0,3385.8,Loyal,0,0.1823038,18.23
1024-VRZHF,Male,No,Yes,No,11,74.95,825.7,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,824.45,Established,1,0.71472424,71.47
1025-FALIX,Female,No,No,No,26,69.05,1815.65,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),Yes,1,1,1795.3,Loyal,0,0.25425905,25.43
1027-LKKQQ,Female,No,Yes,Yes,72,80.45,5886.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Yes,0,0,5792.4,Loyal,0,0.001404956,0.14
1028-FFNJK,Male,Yes,Yes,No,30,101.5,2917.65,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,3045.0,Loyal,0,0.53597146,53.6
1029-QFBEN,Male,No,No,No,1,19.55,19.55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,19.55,New,1,0.30272505,30.27
1031-IIDEO,Female,No,No,No,1,70.85,70.85,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,70.85,New,1,0.8442155,84.42
1032-MAELW,Female,No,Yes,Yes,68,78.45,5333.35,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Electronic check,Yes,0,0,5334.6,Loyal,0,0.009411865,0.94
1035-IPQPU,Female,Yes,Yes,No,63,103.5,6479.4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,6520.5,Loyal,0,0.30762428,30.76
1036-GUDCL,Male,No,Yes,Yes,60,79.05,4663.4,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),Yes,0,1,4743.0,Loyal,0,0.020457806,2.05
1038-RQOST,Male,No,Yes,Yes,19,20.6,414.95,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,391.4,Established,0,0.015298372,1.53
1038-ZAGBI,Female,No,Yes,No,12,19.8,229.6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No,0,0,237.6,Established,1,0.14714421,14.71
1041-RXHRA,Female,No,No,No,41,70.25,2868.05,Fiber optic,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),No,1,1,2880.25,Loyal,1,0.32495368,32.5
1042-HFUCW,Female,No,No,Yes,25,54.75,1266.35,DSL,No,Yes,No,Yes,No,No,One year,Credit card (automatic),Yes,0,0,1368.75,Loyal,0,0.015408788,1.54
1043-UXOVO,Female,No,No,No,71,113.15,7993.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,1,0,8033.65,Loyal,0,0.018983986,1.9
1043-YCUTE,Male,No,Yes,No,56,25.15,1327.15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),Yes,0,0,1408.4,Loyal,1,0.023331404,2.33
1045-LTCYT,Female,No,Yes,Yes,8,21.05,139.75,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),No,0,1,168.4,Established,0,0.06699504,6.7
1047-NNCBF,Male,No,No,No,20,70.55,1493.55,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),No,1,1,1411.0,Established,0,0.22415932,22.42
1047-RNXZV,Male,No,No,No,43,19.55,876.15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No,0,0,840.65,Loyal,0,0.01093531,1.09
1049-FYSYG,Female,No,Yes,No,17,35.65,646.05,DSL,No,Yes,Yes,No,No,No,Month-to-month,Credit card (automatic),Yes,0,1,606.05,Established,0,0.2983101,29.83
1051-EQPZR,Female,No,Yes,Yes,44,19.6,780.25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,862.4,Loyal,0,0.018854314,1.89
1051-GEJLJ,Female,No,No,No,2,19.5,27.55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,39.0,New,0,0.25412905,25.41
1052-QJIBV,Female,No,Yes,Yes,71,19.9,1397.3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,1412.9,Loyal,0,0.00065794296,0.07
1053-MXTTK,Female,No,Yes,Yes,72,108.65,7726.35,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Yes,1,0,7822.8,Loyal,0,0.0024751648,0.25
1057-FOGLZ,Female,No,No,No,18,19.65,391.7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,353.7,Established,0,0.06834234,6.83
1060-ENTOF,Female,Yes,Yes,No,67,105.4,7035.6,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Credit card (automatic),Yes,1,0,7061.8,Loyal,0,0.15511991,15.51
1061-PNTHC,Female,No,Yes,Yes,56,109.6,5953.0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,Yes,1,1,6137.6,Loyal,0,0.02781517,2.78
1062-LHZOD,Male,No,Yes,No,1,69.9,69.9,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,1,1,69.9,New,1,0.84345806,84.35
1063-DHQJF,Male,No,Yes,Yes,69,92.15,6480.9,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Mailed check,Yes,1,0,6358.35,Loyal,0,0.0036218043,0.36
1064-FBXNK,Male,No,Yes,Yes,1,19.85,19.85,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No,0,0,19.85,New,0,0.022773791,2.28
1066-JKSGK,Male,No,No,No,1,20.15,20.15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,20.15,New,1,0.42596754,42.6
1069-QJOEE,Male,No,Yes,Yes,25,19.9,505.45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,No,0,0,497.5,Loyal,0,0.0044134352,0.44
1069-XAIEM,Female,Yes,No,No,1,85.05,85.05,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,Yes,1,1,85.05,New,1,0.91732824,91.73
1073-XXCZD,Male,No,Yes,No,55,25.7,1443.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1413.5,Loyal,0,0.025731096,2.57
1074-AMIOH,Female,No,Yes,Yes,53,108.25,5935.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes,1,1,5737.25,Loyal,0,0.04687834,4.69
1074-WVEVG,Female,No,Yes,No,59,20.35,1267.0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No,0,0,1200.65,Loyal,0,0.02208937,2.21
1075-BGWOH,Male,Yes,Yes,No,16,98.75,1587.55,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,1580.0,Established,1,0.79121256,79.12
1077-HUUJM,Female,No,No,Yes,7,71.05,472.65,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,497.35,Established,0,0.43480304,43.48
1078-TDCRN,Female,Yes,Yes,No,3,30.75,82.85,DSL,No,Yes,No,No,No,No,Month-to-month,Electronic check,Yes,0,1,92.25,New,0,0.7443364,74.43
1080-BWSYE,Male,Yes,Yes,No,64,25.65,1740.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,1641.6,Loyal,0,0.00618927,0.62
1084-MNSMJ,Female,No,Yes,No,51,85.5,4421.95,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No,0,0,4360.5,Loyal,0,0.0308682,3.09
1084-UQCHV,Male,No,No,No,1,69.75,69.75,Fiber optic,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),No,1,1,69.75,New,1,0.81806284,81.81
1085-LDWAM,Female,No,Yes,Yes,69,20.35,1442.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),Yes,0,0,1404.15,Loyal,0,0.0018105712,0.18
1086-LXKFY,Female,No,Yes,No,1,69.1,69.1,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,1,1,69.1,New,1,0.87690705,87.69
1087-GRUYI,Male,No,Yes,No,38,20.4,743.5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,775.2,Loyal,0,0.012259099,1.23
1087-UDSIH,Female,No,No,No,3,19.6,59.75,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes,0,1,58.8,New,1,0.2674205,26.74
1088-AUUZZ,Male,No,Yes,Yes,56,75.85,4261.2,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Credit card (automatic),Yes,0,0,4247.6,Loyal,0,0.0031888434,0.32
1088-CNNKB,Male,No,Yes,No,63,80.0,5040.2,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Credit card (automatic),No,0,0,5040.0,Loyal,0,0.05575246,5.58
1089-HDMKP,Male,Yes,No,Yes,11,54.55,601.25,DSL,No,Yes,No,Yes,No,No,Month-to-month,Electronic check,Yes,0,1,600.05,Established,0,0.17164597,17.16
1089-XZWHH,Female,No,Yes,Yes,24,19.7,494.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,Yes,0,0,472.8,Established,0,0.0029143349,0.29
1090-ESELR,Male,No,Yes,No,72,105.5,7611.55,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No,1,0,7596.0,Loyal,0,0.07612668,7.61
1090-PYKCI,Female,No,Yes,Yes,69,105.1,7234.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Credit card (automatic),Yes,1,0,7251.9,Loyal,0,0.0054491973,0.54
1091-SOZGA,Female,No,Yes,No,56,99.8,5515.45,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Credit card (automatic),Yes,1,0,5588.8,Loyal,0,0.3079461,30.79
1092-GANHU,Male,No,No,No,17,76.65,1313.55,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Electronic check,Yes,1,1,1303.05,Established,1,0.46563545,46.56
1092-WPIVQ,Female,No,Yes,Yes,18,25.1,428.45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No,0,0,451.8,Established,0,0.0026081088,0.26
